"sheet_index","raw","code","code_hex","color","flag","first_capture","first_map_x","first_map_y","pixel_hash"
"618","0xC98A","2442","0x098A","9","1","capture_0018","19","20","FF5E6676FF5E6676"
"619","0xE0A3","163","0x00A3","12","1","capture_0018","18","21","FF1F2443FF1F2443"
"620","0xC98B","2443","0x098B","9","1","capture_0018","19","21","FF5E6676FF5E6676"
"621","0xE0A4","164","0x00A4","12","1","capture_0018","18","22","FFA97C4FFFA97C4F"
"622","0xC98C","2444","0x098C","9","1","capture_0018","19","22","FF181F21FF181F21"
"623","0x18D6","6358","0x18D6","3","0","capture_0020","0","15","FFDCA166FFDCA166"
"624","0x18E1","6369","0x18E1","3","0","capture_0020","1","15","FFDCA166FFDCA166"
"625","0x18EF","6383","0x18EF","3","0","capture_0020","2","15","FFDCA166FFDCA166"
"626","0x18FB","6395","0x18FB","3","0","capture_0020","3","15","FFDCA166FFDCA166"
"627","0x1906","6406","0x1906","3","0","capture_0020","4","15","FFDCA166FFDCA166"
"628","0x190E","6414","0x190E","3","0","capture_0020","5","15","FFDCA166FFDCA166"
"629","0x1919","6425","0x1919","3","0","capture_0020","6","15","FFDCA166FFDCA166"
"630","0x1923","6435","0x1923","3","0","capture_0020","7","15","FFDCA166FFDCA166"
"631","0xB8BE","6334","0x18BE","7","1","capture_0020","12","15","FFDCA166FFDCA166"
"632","0xB8B6","6326","0x18B6","7","1","capture_0020","13","15","FFDCA166FFDCA166"
"633","0xB8AD","6317","0x18AD","7","1","capture_0020","14","15","FFDCA166FFDCA166"
"634","0x38A6","6310","0x18A6","7","0","capture_0020","15","15","FFDCA166FFDCA166"
"635","0x389D","6301","0x189D","7","0","capture_0020","16","15","FFDCA166FFDCA166"
"636","0xB896","6294","0x1896","7","1","capture_0020","17","15","FFDCA166FFDCA166"
"637","0xB88E","6286","0x188E","7","1","capture_0020","18","15","FFDCA166FFDCA166"
"638","0xB885","6277","0x1885","7","1","capture_0020","19","15","FFDCA166FFDCA166"
"639","0x18D7","6359","0x18D7","3","0","capture_0020","0","16","FFA98787FFA98787"
"640","0x18E2","6370","0x18E2","3","0","capture_0020","1","16","FFA98787FFA98787"
"641","0x18F0","6384","0x18F0","3","0","capture_0020","2","16","FFA98787FFA98787"
"642","0x18FC","6396","0x18FC","3","0","capture_0020","3","16","FFA2B0CBFFA2B0CB"
"643","0x1907","6407","0x1907","3","0","capture_0020","4","16","FFA2B0CBFFA2B0CB"
"644","0x190F","6415","0x190F","3","0","capture_0020","5","16","FFA2B0CBFFA2B0CB"
"645","0x191A","6426","0x191A","3","0","capture_0020","6","16","FFA2B0CBFFA2B0CB"
"646","0x1924","6436","0x1924","3","0","capture_0020","7","16","FFA2B0CBFFA2B0CB"
"647","0x192E","6446","0x192E","3","0","capture_0020","8","16","FF566E76FF566E76"
"648","0x1938","6456","0x1938","3","0","capture_0020","9","16","FFDCA166FFDCA166"
"649","0xB8CE","6350","0x18CE","7","1","capture_0020","10","16","FFDCA166FFDCA166"
"650","0xB8C6","6342","0x18C6","7","1","capture_0020","11","16","FFDCA166FFDCA166"
"651","0xB8BF","6335","0x18BF","7","1","capture_0020","12","16","FF876336FF876336"
"652","0xB8B7","6327","0x18B7","7","1","capture_0020","13","16","FFA97C4FFFA97C4F"
"653","0x388F","6287","0x188F","7","0","capture_0020","15","16","FFA97C4FFFA97C4F"
"654","0xB89E","6302","0x189E","7","1","capture_0020","16","16","FFA97C4FFFA97C4F"
"655","0xB953","6483","0x1953","7","1","capture_0020","17","16","FFA97C4FFFA97C4F"
"656","0x394B","6475","0x194B","7","0","capture_0020","18","16","FFA97C4FFFA97C4F"
"657","0x3942","6466","0x1942","7","0","capture_0020","19","16","FFA97C4FFFA97C4F"
"658","0x18D8","6360","0x18D8","3","0","capture_0020","0","17","FF5663BAFF5663BA"
"659","0x18E3","6371","0x18E3","3","0","capture_0020","1","17","FFA2B0CBFFA2B0CB"
"660","0x18F1","6385","0x18F1","3","0","capture_0020","2","17","FFA2B0CBFFA2B0CB"
"661","0x18FD","6397","0x18FD","3","0","capture_0020","3","17","FFA2B0CBFFA2B0CB"
"662","0x1910","6416","0x1910","3","0","capture_0020","5","17","FFA2B0CBFFA2B0CB"
"663","0x191B","6427","0x191B","3","0","capture_0020","6","17","FFA2B0CBFFA2B0CB"
"664","0x1925","6437","0x1925","3","0","capture_0020","7","17","FFA2B0CBFFA2B0CB"
"665","0x1939","6457","0x1939","3","0","capture_0020","9","17","FFA2B0CBFFA2B0CB"
"666","0xB984","6532","0x1984","7","1","capture_0020","10","17","FFA97C4FFFA97C4F"
"667","0xB97D","6525","0x197D","7","1","capture_0020","11","17","FFA97C4FFFA97C4F"
"668","0x3976","6518","0x1976","7","0","capture_0020","12","17","FFA97C4FFFA97C4F"
"669","0xB96F","6511","0x196F","7","1","capture_0020","13","17","FFA97C4FFFA97C4F"
"670","0x3968","6504","0x1968","7","0","capture_0020","14","17","FFA97C4FFFA97C4F"
"671","0xB961","6497","0x1961","7","1","capture_0020","15","17","FF313F43FF313F43"
"672","0x395B","6491","0x195B","7","0","capture_0020","16","17","FF313F43FF313F43"
"673","0xB954","6484","0x1954","7","1","capture_0020","17","17","FF313F43FF313F43"
"674","0xB94C","6476","0x194C","7","1","capture_0020","18","17","FF798498FF798498"
"675","0x3943","6467","0x1943","7","0","capture_0020","19","17","FF798498FF798498"
"676","0x18D9","6361","0x18D9","3","0","capture_0020","0","18","FF5663BAFF5663BA"
"677","0x18E4","6372","0x18E4","3","0","capture_0020","1","18","FF5663BAFF5663BA"
"678","0x18F2","6386","0x18F2","3","0","capture_0020","2","18","FF5663BAFF5663BA"
"679","0x18FE","6398","0x18FE","3","0","capture_0020","3","18","FF5663BAFF5663BA"
"680","0x1930","6448","0x1930","3","0","capture_0020","8","18","FF5663BAFFA2B0CB"
"681","0x993A","6458","0x193A","3","1","capture_0020","9","18","FFA2B0CBFFA2B0CB"
"682","0xB97E","6526","0x197E","7","1","capture_0020","11","18","FF798498FF798498"
"683","0xB977","6519","0x1977","7","1","capture_0020","12","18","FF798498FF798498"
"684","0xB969","6505","0x1969","7","1","capture_0020","14","18","FF3F4887FF3F4887"
"685","0xB95C","6492","0x195C","7","1","capture_0020","16","18","FF798498FF798498"
"686","0xB94D","6477","0x194D","7","1","capture_0020","18","18","FF798498FF798498"
"687","0xB944","6468","0x1944","7","1","capture_0020","19","18","FF3F4887FF3F4887"
"688","0x18E5","6373","0x18E5","3","0","capture_0020","1","19","FF5663BAFF5663BA"
"689","0x1912","6418","0x1912","3","0","capture_0020","5","19","FF5663BAFF5663BA"
"690","0x193B","6459","0x193B","3","0","capture_0020","9","19","FFA2B0CBFFA2B0CB"
"691","0xB986","6534","0x1986","7","1","capture_0020","10","19","FF313F43FF798498"
"692","0xB978","6520","0x1978","7","1","capture_0020","12","19","FF3F4887FF3F4887"
"693","0xB96A","6506","0x196A","7","1","capture_0020","14","19","FF798498FF798498"
"694","0xB95D","6493","0x195D","7","1","capture_0020","16","19","FF3F4887FF3F4887"
"695","0xB956","6486","0x1956","7","1","capture_0020","17","19","FF313F43FF798498"
"696","0xB945","6469","0x1945","7","1","capture_0020","19","19","FF3F4887FF3F4887"
"697","0x18DA","6362","0x18DA","3","0","capture_0020","0","20","FF5663BAFF5663BA"
"698","0x18E6","6374","0x18E6","3","0","capture_0020","1","20","FF5663BAFF5663BA"
"699","0x1913","6419","0x1913","3","0","capture_0020","5","20","FFA2B0CBFFA2B0CB"
"700","0x191D","6429","0x191D","3","0","capture_0020","6","20","FF5663BAFF5663BA"
"701","0x993C","6460","0x193C","3","1","capture_0020","9","20","FF5663BAFF5663BA"
"702","0xB987","6535","0x1987","7","1","capture_0020","10","20","FF313F43FF798498"
"703","0xB980","6528","0x1980","7","1","capture_0020","11","20","FF798498FF798498"
"704","0xB979","6521","0x1979","7","1","capture_0020","12","20","FF798498FF798498"
"705","0xB964","6500","0x1964","7","1","capture_0020","15","20","FF798498FF798498"
"706","0xB988","6536","0x1988","7","1","capture_0020","10","21","FF313F43FF3F4887"
"707","0xB981","6529","0x1981","7","1","capture_0020","11","21","FF3F4887FF3F4887"
"708","0xB97A","6522","0x197A","7","1","capture_0020","12","21","FF3F4887FF3F4887"
"709","0xB96C","6508","0x196C","7","1","capture_0020","14","21","FF798498FF798498"
"710","0xB95E","6494","0x195E","7","1","capture_0020","16","21","FF3F4887FF3F4887"
"711","0xB957","6487","0x1957","7","1","capture_0020","17","21","FF313F43FF798498"
"712","0xB94F","6479","0x194F","7","1","capture_0020","18","21","FF798498FF798498"
"713","0xB947","6471","0x1947","7","1","capture_0020","19","21","FF798498FF798498"
"714","0x191E","6430","0x191E","3","0","capture_0020","6","22","FFA2B0CBFFA2B0CB"
"715","0x1928","6440","0x1928","3","0","capture_0020","7","22","FFA2B0CBFFA2B0CB"
"716","0x1933","6451","0x1933","3","0","capture_0020","8","22","FFA2B0CBFFA2B0CB"
"717","0x193D","6461","0x193D","3","0","capture_0020","9","22","FFA2B0CBFFA2B0CB"
"718","0xB989","6537","0x1989","7","1","capture_0020","10","22","FF313F43FF798498"
"719","0xB982","6530","0x1982","7","1","capture_0020","11","22","FF798498FF798498"
"720","0xB97B","6523","0x197B","7","1","capture_0020","12","22","FF3F4887FF3F4887"
"721","0xB974","6516","0x1974","7","1","capture_0020","13","22","FF3F4887FF3F4887"
"722","0xB96D","6509","0x196D","7","1","capture_0020","14","22","FF3F4887FF3F4887"
"723","0xB966","6502","0x1966","7","1","capture_0020","15","22","FF3F4887FF3F4887"
"724","0xB95F","6495","0x195F","7","1","capture_0020","16","22","FF3F4887FF3F4887"
"725","0xB950","6480","0x1950","7","1","capture_0020","18","22","FF3F4887FF3F4887"
"726","0xB948","6472","0x1948","7","1","capture_0020","19","22","FF3F4887FF3F4887"
"727","0x18DB","6363","0x18DB","3","0","capture_0020","0","23","FFA2B0CBFFA2B0CB"
"728","0x18E9","6377","0x18E9","3","0","capture_0020","1","23","FFA2B0CBFFA2B0CB"
"729","0x1915","6421","0x1915","3","0","capture_0020","5","23","FFA2B0CBFFA2B0CB"
"730","0x1934","6452","0x1934","3","0","capture_0020","8","23","FF5663BAFF5663BA"
"731","0x193E","6462","0x193E","3","0","capture_0020","9","23","FF5663BAFF5663BA"
"732","0xB98A","6538","0x198A","7","1","capture_0020","10","23","FFDCA166FFDCA166"
"733","0xB983","6531","0x1983","7","1","capture_0020","11","23","FF313F43FF313F43"
"734","0xB97C","6524","0x197C","7","1","capture_0020","12","23","FF798498FF798498"
"735","0xB975","6517","0x1975","7","1","capture_0020","13","23","FF765E5EFF765E5E"
"736","0xB96E","6510","0x196E","7","1","capture_0020","14","23","FF765E5EFF765E5E"
"737","0xB967","6503","0x1967","7","1","capture_0020","15","23","FF765E5EFF798498"
"738","0xB960","6496","0x1960","7","1","capture_0020","16","23","FF798498FF798498"
"739","0xB959","6489","0x1959","7","1","capture_0020","17","23","FF313F43FF798498"
"740","0xB951","6481","0x1951","7","1","capture_0020","18","23","FF798498FF798498"
"741","0xB949","6473","0x1949","7","1","capture_0020","19","23","FF3F4887FF3F4887"
"742","0x18EA","6378","0x18EA","3","0","capture_0020","1","24","FF5663BAFF5663BA"
"743","0x192A","6442","0x192A","3","0","capture_0020","7","24","FF5663BAFF5663BA"
"744","0x1935","6453","0x1935","3","0","capture_0020","8","24","FF5663BAFF5663BA"
"745","0xB8BB","6331","0x18BB","7","1","capture_0020","10","24","FFFEBA76FFDCA166"
"746","0xB8B3","6323","0x18B3","7","1","capture_0020","14","24","FFFEBA76FFDCA166"
"747","0xB8AB","6315","0x18AB","7","1","capture_0020","15","24","FFFEBA76FFDCA166"
"748","0xB8A3","6307","0x18A3","7","1","capture_0020","16","24","FFFEBA76FFDCA166"
"749","0xB95A","6490","0x195A","7","1","capture_0020","17","24","FF313F43FF313F43"
"750","0xB952","6482","0x1952","7","1","capture_0020","18","24","FF798498FF798498"
"751","0xB94A","6474","0x194A","7","1","capture_0020","19","24","FF798498FF798498"
"752","0x18EB","6379","0x18EB","3","0","capture_0020","1","25","FF5663BAFF5663BA"
"753","0x18F7","6391","0x18F7","3","0","capture_0020","2","25","FFA2B0CBFFA2B0CB"
"754","0x1902","6402","0x1902","3","0","capture_0020","3","25","FFA2B0CBFFA2B0CB"
"755","0x190B","6411","0x190B","3","0","capture_0020","4","25","FFA2B0CBFFA2B0CB"
"756","0x18EC","6380","0x18EC","3","0","capture_0020","5","25","FF5663BAFF5663BA"
"757","0x1920","6432","0x1920","3","0","capture_0020","6","25","FF5663BAFF5663BA"
"758","0x192B","6443","0x192B","3","0","capture_0020","7","25","FF5663BAFF5663BA"
"759","0x1936","6454","0x1936","3","0","capture_0020","8","25","FFA2B0CBFFA2B0CB"
"760","0x1940","6464","0x1940","3","0","capture_0020","9","25","FFA2B0CBFFA2B0CB"
"761","0xB8D4","6356","0x18D4","7","1","capture_0020","10","25","FFFEBA76FFFEBA76"
"762","0xB8CC","6348","0x18CC","7","1","capture_0020","11","25","FFFEBA76FFFEBA76"
"763","0xB8C4","6340","0x18C4","7","1","capture_0020","12","25","FFFEBA76FFFEBA76"
"764","0xB8BC","6332","0x18BC","7","1","capture_0020","13","25","FFFEBA76FFFEBA76"
"765","0xB8B4","6324","0x18B4","7","1","capture_0020","14","25","FFA97C4FFFFEBA76"
"766","0x18F8","6392","0x18F8","3","0","capture_0020","2","26","FF5663BAFF5663BA"
"767","0x1903","6403","0x1903","3","0","capture_0020","3","26","FF5663BAFF5663BA"
"768","0x190C","6412","0x190C","3","0","capture_0020","4","26","FF5663BAFF5663BA"
"769","0x1917","6423","0x1917","3","0","capture_0020","5","26","FFA2B0CBFFA2B0CB"
"770","0x1921","6433","0x1921","3","0","capture_0020","6","26","FFA2B0CBFFA2B0CB"
"771","0x192C","6444","0x192C","3","0","capture_0020","7","26","FFA2B0CBFFA2B0CB"
"772","0x1937","6455","0x1937","3","0","capture_0020","8","26","FFA98787FFA98787"
"773","0x1941","6465","0x1941","3","0","capture_0020","9","26","FFA2B0CBFFA2B0CB"
"774","0xB8D5","6357","0x18D5","7","1","capture_0020","10","26","FFFEBA76FFFEBA76"
"775","0xB8CD","6349","0x18CD","7","1","capture_0020","11","26","FFFEBA76FFFEBA76"
"776","0xB8C5","6341","0x18C5","7","1","capture_0020","12","26","FFFEBA76FFFEBA76"
"777","0x18DE","6366","0x18DE","3","0","capture_0020","0","27","FF5663BAFF5663BA"
"778","0x18ED","6381","0x18ED","3","0","capture_0020","1","27","FFA2B0CBFFA2B0CB"
"779","0x18F9","6393","0x18F9","3","0","capture_0020","2","27","FFA2B0CBFFA2B0CB"
"780","0x1904","6404","0x1904","3","0","capture_0020","3","27","FFA2B0CBFFA2B0CB"
"781","0x190D","6413","0x190D","3","0","capture_0020","4","27","FFA98787FFA98787"
"782","0x1918","6424","0x1918","3","0","capture_0020","5","27","FFA2B0CBFFA2B0CB"
"783","0x1922","6434","0x1922","3","0","capture_0020","6","27","FFA2B0CBFFA2B0CB"
"784","0x192D","6445","0x192D","3","0","capture_0020","7","27","FF566E76FFA97C4F"
"785","0xB88D","6285","0x188D","7","1","capture_0020","12","27","FFFEBA76FFFEBA76"
"786","0xB8BD","6333","0x18BD","7","1","capture_0020","13","27","FFA97C4FFFA97C4F"
"787","0xB8B5","6325","0x18B5","7","1","capture_0020","14","27","FFFEBA76FFFEBA76"
"788","0xB8AC","6316","0x18AC","7","1","capture_0020","15","27","FFFEBA76FFFEBA76"
"789","0xB8A4","6308","0x18A4","7","1","capture_0020","16","27","FFFEBA76FFFEBA76"
"790","0x18DF","6367","0x18DF","3","0","capture_0020","0","28","FFA98787FFA98787"
"791","0x18EE","6382","0x18EE","3","0","capture_0020","1","28","FFA98787FFA98787"
"792","0x18FA","6394","0x18FA","3","0","capture_0020","2","28","FFA2B0CBFFA2B0CB"
"793","0x1905","6405","0x1905","3","0","capture_0020","3","28","FFA2B0CBFFA2B0CB"
"794","0xB8A5","6309","0x18A5","7","1","capture_0020","16","28","FFFEBA76FFFEBA76"
"795","0xB89C","6300","0x189C","7","1","capture_0020","17","28","FFFEBA76FFFEBA76"
"796","0xB895","6293","0x1895","7","1","capture_0020","18","28","FFFEBA76FFFEBA76"
"797","0xB88C","6284","0x188C","7","1","capture_0020","19","28","FFFEBA76FFFEBA76"
"798","0x18E0","6368","0x18E0","3","0","capture_0020","0","29","FF566E76FF566E76"
"799","0x381E","6174","0x181E","7","0","capture_0021","2","15","FFDCA166FFDCA166"
"800","0x381F","6175","0x181F","7","0","capture_0021","2","16","FF876336FF876336"
"801","0x3825","6181","0x1825","7","0","capture_0021","3","16","FF876336FF876336"
"802","0x382A","6186","0x182A","7","0","capture_0021","4","16","FF876336FF876336"
"803","0x3878","6264","0x1878","7","0","capture_0021","3","18","FF3F4887FF3F4887"
"804","0x3879","6265","0x1879","7","0","capture_0021","3","19","FF3F4887FF3F4887"
"805","0x387D","6269","0x187D","7","0","capture_0021","4","19","FF798498FF798498"
"806","0x387A","6266","0x187A","7","0","capture_0021","3","21","FF798498FF798498"
"807","0x387E","6270","0x187E","7","0","capture_0021","4","21","FF798498FF798498"
"808","0x387B","6267","0x187B","7","0","capture_0021","3","22","FF3F4887FF3F4887"
"809","0x3824","6180","0x1824","7","0","capture_0021","2","26","FFFEBA76FFFEBA76"
"810","0x222B","555","0x022B","4","0","capture_0026","0","15","FFDCA166FFDCA166"
"811","0x222C","556","0x022C","4","0","capture_0026","1","15","FFDCA166FFDCA166"
"812","0x222D","557","0x022D","4","0","capture_0026","2","15","FFDCA166FFDCA166"
"813","0x222E","558","0x022E","4","0","capture_0026","2","16","FFA97C4FFF876336"
"814","0x222F","559","0x022F","4","0","capture_0026","3","16","FFA97C4FFFA97C4F"
"815","0x2230","560","0x0230","4","0","capture_0026","3","24","FF95A1BAFF95A1BA"
"816","0x9C08","7176","0x1C08","3","1","capture_0027","17","15","FFDCA166FFDCA166"
"817","0x9BF1","7153","0x1BF1","3","1","capture_0027","19","15","FFDCA166FFDCA166"
"818","0x2262","610","0x0262","4","0","capture_0027","2","16","FFA97C4FFF876336"
"819","0x9C09","7177","0x1C09","3","1","capture_0027","17","16","FFA97C4FFFA97C4F"
"820","0x9BFE","7166","0x1BFE","3","1","capture_0027","18","16","FFA2B0CBFFA2B0CB"
"821","0x9BF2","7154","0x1BF2","3","1","capture_0027","19","16","FFA2B0CBFFA2B0CB"
"822","0x9C0A","7178","0x1C0A","3","1","capture_0027","17","17","FFA98787FFA98787"
"823","0x9BFF","7167","0x1BFF","3","1","capture_0027","18","17","FFA2B0CBFFA2B0CB"
"824","0x9BF3","7155","0x1BF3","3","1","capture_0027","19","17","FFA2B0CBFFA2B0CB"
"825","0x9C00","7168","0x1C00","3","1","capture_0027","18","18","FF5663BAFF5663BA"
"826","0x9BF4","7156","0x1BF4","3","1","capture_0027","19","18","FF5663BAFF5663BA"
"827","0x9C0C","7180","0x1C0C","3","1","capture_0027","17","19","FFA2B0CBFFA2B0CB"
"828","0x9C01","7169","0x1C01","3","1","capture_0027","18","19","FF5663BAFF5663BA"
"829","0x9BF5","7157","0x1BF5","3","1","capture_0027","19","19","FFA2B0CBFFA2B0CB"
"830","0x9C0D","7181","0x1C0D","3","1","capture_0027","17","20","FF5663BAFF5663BA"
"831","0x9C02","7170","0x1C02","3","1","capture_0027","18","20","FF5663BAFF5663BA"
"832","0x9BF6","7158","0x1BF6","3","1","capture_0027","19","20","FFA2B0CBFFA2B0CB"
"833","0x9C0E","7182","0x1C0E","3","1","capture_0027","17","22","FFA2B0CBFFA2B0CB"
"834","0x9C03","7171","0x1C03","3","1","capture_0027","18","22","FFA2B0CBFFA2B0CB"
"835","0x9C0F","7183","0x1C0F","3","1","capture_0027","17","23","FFA2B0CBFFA2B0CB"
"836","0x9C04","7172","0x1C04","3","1","capture_0027","18","23","FF5663BAFF5663BA"
"837","0x9C10","7184","0x1C10","3","1","capture_0027","17","24","FFA2B0CBFFA2B0CB"
"838","0x9BFA","7162","0x1BFA","3","1","capture_0027","19","24","FFA2B0CBFFA2B0CB"
"839","0x2263","611","0x0263","4","0","capture_0027","2","25","FF987979FF987979"
"840","0x9C11","7185","0x1C11","3","1","capture_0027","17","25","FFA2B0CBFFA2B0CB"
"841","0x9C06","7174","0x1C06","3","1","capture_0027","18","25","FF5663BAFF5663BA"
"842","0x9BFB","7163","0x1BFB","3","1","capture_0027","19","25","FFA2B0CBFFA2B0CB"
"843","0x9C07","7175","0x1C07","3","1","capture_0027","18","26","FFA2B0CBFFA2B0CB"
"844","0x9BFC","7164","0x1BFC","3","1","capture_0027","19","26","FF5663BAFF5663BA"
"845","0x9BFD","7165","0x1BFD","3","1","capture_0027","19","27","FFA98787FFA2B0CB"
"846","0x2A5B","2651","0x0A5B","5","0","capture_0028","0","15","FFDCA166FFDCA166"
"847","0x2A66","2662","0x0A66","5","0","capture_0028","1","15","FFDCA166FFDCA166"
"848","0x2A09","2569","0x0A09","5","0","capture_0028","2","15","FFDCA166FFDCA166"
"849","0x2A7E","2686","0x0A7E","5","0","capture_0028","3","15","FFDCA166FFDCA166"
"850","0x1A63","6755","0x1A63","3","0","capture_0028","8","15","FFDCA166FFDCA166"
"851","0x1A6C","6764","0x1A6C","3","0","capture_0028","9","15","FFDCA166FFDCA166"
"852","0x1A75","6773","0x1A75","3","0","capture_0028","10","15","FFDCA166FFDCA166"
"853","0x1A80","6784","0x1A80","3","0","capture_0028","11","15","FFDCA166FFDCA166"
"854","0x1A8F","6799","0x1A8F","3","0","capture_0028","13","15","FFDCA166FFDCA166"
"855","0x1A9A","6810","0x1A9A","3","0","capture_0028","14","15","FFDCA166FFDCA166"
"856","0x1AA2","6818","0x1AA2","3","0","capture_0028","15","15","FFDCA166FFDCA166"
"857","0x1AAE","6830","0x1AAE","3","0","capture_0028","16","15","FFDCA166FFDCA166"
"858","0x1AB8","6840","0x1AB8","3","0","capture_0028","17","15","FFDCA166FFDCA166"
"859","0x1AC1","6849","0x1AC1","3","0","capture_0028","18","15","FFDCA166FFDCA166"
"860","0x1ACA","6858","0x1ACA","3","0","capture_0028","19","15","FFDCA166FFDCA166"
"861","0x2A5C","2652","0x0A5C","5","0","capture_0028","0","16","FFA97C4FFFA97C4F"
"862","0x2A67","2663","0x0A67","5","0","capture_0028","1","16","FFA97C4FFFA97C4F"
"863","0x2A73","2675","0x0A73","5","0","capture_0028","2","16","FFA97C4FFFA97C4F"
"864","0x2A7F","2687","0x0A7F","5","0","capture_0028","3","16","FFA97C4FFFA97C4F"
"865","0x2A8B","2699","0x0A8B","5","0","capture_0028","4","16","FF876336FF876336"
"866","0x1A47","6727","0x1A47","3","0","capture_0028","5","16","FFA97C4FFFA97C4F"
"867","0x1A52","6738","0x1A52","3","0","capture_0028","6","16","FFA97C4FFFA97C4F"
"868","0x1A5B","6747","0x1A5B","3","0","capture_0028","7","16","FF566E76FF566E76"
"869","0x1A64","6756","0x1A64","3","0","capture_0028","8","16","FF566E76FF566E76"
"870","0x1A6D","6765","0x1A6D","3","0","capture_0028","9","16","FFA2B0CBFFA2B0CB"
"871","0x1A81","6785","0x1A81","3","0","capture_0028","11","16","FFA2B0CBFFA2B0CB"
"872","0x1A90","6800","0x1A90","3","0","capture_0028","13","16","FFA2B0CBFFA2B0CB"
"873","0x1A9B","6811","0x1A9B","3","0","capture_0028","14","16","FFA2B0CBFFA2B0CB"
"874","0x1AA3","6819","0x1AA3","3","0","capture_0028","15","16","FFA2B0CBFFA2B0CB"
"875","0x1AAF","6831","0x1AAF","3","0","capture_0028","16","16","FFA98787FFA98787"
"876","0x98E2","6370","0x18E2","3","1","capture_0028","17","16","FFA98787FFA98787"
"877","0x1A12","6674","0x1A12","3","0","capture_0028","18","16","FFA98787FFA98787"
"878","0x2A5D","2653","0x0A5D","5","0","capture_0028","0","17","FF876C6CFF876C6C"
"879","0x2A68","2664","0x0A68","5","0","capture_0028","1","17","FF876C6CFF876C6C"
"880","0x2A74","2676","0x0A74","5","0","capture_0028","2","17","FF876C6CFF876C6C"
"881","0x2A80","2688","0x0A80","5","0","capture_0028","3","17","FF876C6CFF876C6C"
"882","0x2A8C","2700","0x0A8C","5","0","capture_0028","4","17","FF876C6CFF876C6C"
"883","0x1A48","6728","0x1A48","3","0","capture_0028","5","17","FF566E76FF566E76"
"884","0x1A5C","6748","0x1A5C","3","0","capture_0028","7","17","FFA2B0CBFFA2B0CB"
"885","0x1A65","6757","0x1A65","3","0","capture_0028","8","17","FFA2B0CBFFA2B0CB"
"886","0x1A91","6801","0x1A91","3","0","capture_0028","13","17","FFA2B0CBFFA2B0CB"
"887","0x1AA4","6820","0x1AA4","3","0","capture_0028","15","17","FFA2B0CBFFA2B0CB"
"888","0x1AC2","6850","0x1AC2","3","0","capture_0028","18","17","FF5663BAFF5663BA"
"889","0x2A5E","2654","0x0A5E","5","0","capture_0028","0","18","FF475198FF475198"
"890","0x2A69","2665","0x0A69","5","0","capture_0028","1","18","FF475198FF475198"
"891","0x2A75","2677","0x0A75","5","0","capture_0028","2","18","FF475198FF475198"
"892","0x2A81","2689","0x0A81","5","0","capture_0028","3","18","FF475198FF475198"
"893","0x1A5D","6749","0x1A5D","3","0","capture_0028","7","18","FFA2B0CBFFA2B0CB"
"894","0x1A92","6802","0x1A92","3","0","capture_0028","13","18","FF5663BAFF5663BA"
"895","0x1A9C","6812","0x1A9C","3","0","capture_0028","14","18","FF5663BAFF5663BA"
"896","0x1AA5","6821","0x1AA5","3","0","capture_0028","15","18","FF5663BAFF5663BA"
"897","0x1ACC","6860","0x1ACC","3","0","capture_0028","19","18","FFA2B0CBFFA2B0CB"
"898","0x2A6A","2666","0x0A6A","5","0","capture_0028","1","19","FF8792A9FF475198"
"899","0x2A82","2690","0x0A82","5","0","capture_0028","3","19","FF475198FF475198"
"900","0x2A8E","2702","0x0A8E","5","0","capture_0028","4","19","FF8792A9FF8792A9"
"901","0x1A4A","6730","0x1A4A","3","0","capture_0028","5","19","FF566E76FF566E76"
"902","0x1A5E","6750","0x1A5E","3","0","capture_0028","7","19","FFA2B0CBFF5663BA"
"903","0x1A77","6775","0x1A77","3","0","capture_0028","10","19","FF5663BAFF5663BA"
"904","0x1AA6","6822","0x1AA6","3","0","capture_0028","15","19","FFA2B0CBFFA2B0CB"
"905","0x2A6B","2667","0x0A6B","5","0","capture_0028","1","20","FF8792A9FF8792A9"
"906","0x2A77","2679","0x0A77","5","0","capture_0028","2","20","FF475198FF475198"
"907","0x2A83","2691","0x0A83","5","0","capture_0028","3","20","FF475198FF475198"
"908","0x2A8F","2703","0x0A8F","5","0","capture_0028","4","20","FF475198FF475198"
"909","0x1A4B","6731","0x1A4B","3","0","capture_0028","5","20","FF566E76FF566E76"
"910","0x1A67","6759","0x1A67","3","0","capture_0028","8","20","FF5663BAFF5663BA"
"911","0x1A78","6776","0x1A78","3","0","capture_0028","10","20","FF5663BAFF5663BA"
"912","0x1AA7","6823","0x1AA7","3","0","capture_0028","15","20","FFA2B0CBFFA2B0CB"
"913","0x1AB2","6834","0x1AB2","3","0","capture_0028","16","20","FF5663BAFF5663BA"
"914","0x1ABB","6843","0x1ABB","3","0","capture_0028","17","20","FF5663BAFF5663BA"
"915","0x2A6C","2668","0x0A6C","5","0","capture_0028","1","21","FF8792A9FF8792A9"
"916","0x2A78","2680","0x0A78","5","0","capture_0028","2","21","FF8792A9FF8792A9"
"917","0x2A84","2692","0x0A84","5","0","capture_0028","3","21","FF8792A9FF8792A9"
"918","0x2A6D","2669","0x0A6D","5","0","capture_0028","1","22","FF8792A9FF8792A9"
"919","0x2A85","2693","0x0A85","5","0","capture_0028","3","22","FF475198FF475198"
"920","0x2A90","2704","0x0A90","5","0","capture_0028","4","22","FF475198FF475198"
